Time,Learning rate,Train loss,Validation loss,MAE_energy
30438.224043369293,0.0001,1.3363422812421313,1.370949937739513,1.3709607433649307
31210.18045592308,0.0001,1.3577404839185316,0.8552457031298983,0.8553204156807427
31979.667397737503,0.0001,1.2895992471662374,4.3842145548165234,4.383873739242601
32756.950790405273,0.0001,1.2824115397350888,2.0804294547356963,2.0799298731725906
33533.98490977287,0.0001,1.2559094282615981,2.7876033100938944,2.7880830556024736
34305.40107512474,0.0001,1.3106984907961217,1.5409573109539836,1.5407552520150203
35080.68988323212,0.0001,1.2149389077334798,0.7586695162570314,0.7587907498608765
35857.910405397415,0.0001,1.2138784871950974,1.9788197195617543,1.9787211782780445
36631.065860033035,0.0001,1.1807032379647393,1.4271289362409239,1.4268860944638477
37400.351397275925,0.0001,1.2142149291867101,2.627909835934183,2.627658109600209
38180.892434835434,0.0001,1.1752192322518007,1.8233145434372393,1.823381546918879
38951.4039618969,0.0001,1.118344551082115,1.8357996266233707,1.8357598250166998
39720.362669706345,0.0001,1.1519597449590335,1.5018616847541417,1.5016673279666934
40491.097229242325,0.0001,1.1335047053812939,1.4715080182156735,1.4712324197384155
41261.138055086136,0.0001,1.1167657878241215,0.816740379667676,0.8168128369750973
42036.58864760399,0.0001,1.1048496027875898,1.7157355741076707,1.715799255202464
42805.52598142624,0.0001,1.0865929580437488,1.2439735968004555,1.2439891810571018
43579.89887905121,0.0001,1.075102405372724,1.1500432115485864,1.1503169328901113
44355.20312619209,0.0001,1.071192365272105,1.8543790624593344,1.8545539904533033
45125.90164899826,0.0001,1.0388021966556207,1.8704513728610161,1.8703393230067646
45911.285783052444,0.0001,1.0551464392346706,1.0346835938878745,1.0347669266089419
46685.57449579239,0.0001,1.005358359039265,1.133914772874836,1.1341583640713049
47464.47530126572,0.0001,1.0600011618469725,2.3141040298052062,2.3138878738424817
48237.55407953262,0.0001,1.0096828351128853,0.6896735645330895,0.6898261880780396
49010.91008591652,0.0001,1.0044972658804785,1.2879409401774051,1.2878248217845507
49787.52269697189,0.0001,1.0182020174759745,1.7779808202204184,1.778239352600039
50563.22650337219,0.0001,0.9920353611951924,2.123525413883988,2.1235496220994663
51338.79126858711,0.0001,0.984680507555876,2.6285846242361055,2.62827368990014
52112.18050742149,0.0001,0.9907750090713476,1.6185468315732476,1.6184184741956311
52890.5262131691,0.0001,0.9818315031127544,1.5958610637493171,1.5955518148974666
53878.62320828438,0.0001,0.9884464996267989,0.8846061944584734,0.884702692835083
54640.91419816017,0.0001,0.9348325899163412,0.9202825166845262,0.9202500865158703
55404.796449422836,0.0001,0.9349042384543139,0.7323233709821104,0.7323711194218278
56163.35955953598,0.0001,0.901771175893137,1.0318316847359639,1.0319240217484074
56925.79632353783,0.0001,0.9298117841685322,0.8405941895595962,0.8405846925384988
57687.7935693264,0.0001,0.9079921781143071,0.771123763375036,0.7712050082290343
58441.79799723625,0.0001,0.8988304226866349,1.561180955103228,1.5613678835488949
59443.57320642471,0.0001,0.9023538935399629,1.4649020227457445,1.464976232059837
60204.939053058624,0.0001,0.8934207815812778,1.821965771229471,1.8217947527202245
60970.997198820114,0.0001,0.8984881867332487,0.7182412432562815,0.7184297926240866
61738.49040389061,0.0001,0.8848661443193465,0.7673231257510494,0.7673889048040258
62503.12025594711,0.0001,0.9116213334225048,0.6936580674425303,0.6936747504500974
63266.89492225647,0.0001,0.8686161960975423,0.6453400386503704,0.6454361814709622
64036.821652412415,0.0001,0.8902030758554826,0.6946291905333717,0.6947082599744318
64803.953733444214,0.0001,0.875156826184537,2.806235153873395,2.806436515861011
65579.87282156944,0.0001,0.8512694832832163,0.8400332197820278,0.8399616843261974
66343.52971982956,0.0001,0.8580711217104499,3.4503468553059373,3.450311792204752
67108.95215344429,0.0001,0.8513594301428518,1.60795528768834,1.6079706745788707
67878.72896122932,0.0001,0.8395539960145976,1.5846476661406665,1.5847331688482547
68643.78673005104,0.0001,0.8769172237187285,1.4510780901462497,1.4511060747621571
69411.3064968586,0.0001,0.8477632998939485,1.4067743518160534,1.4068012761573356
70178.18673038483,0.0001,0.8089417150789505,3.51044805914251,3.5103469333552497
70947.64706802368,0.0001,0.8376658449919252,0.9267950976833412,0.9267710379333722
71709.1247177124,0.0001,0.8127420179227818,2.1149767582577383,2.1151285653043557
72472.01073932648,0.0001,0.781360232308805,1.8431789411652397,1.8431370106733063
73244.32677388191,0.0001,0.8016312388790837,1.8479349460259122,1.8478147028635248
74011.22855377197,0.0001,0.798285558122894,1.3517246677312356,1.351559018783246
74774.89912199974,0.0001,0.7868664359907286,0.9910211595119564,0.9909394708046894
75533.72311973572,0.0001,0.7764664573526725,0.5049788250856795,0.5050677019499126
76298.7236673832,0.0001,0.7620630092673024,0.8260864530309692,0.8260587308219792
77065.46623110771,0.0001,0.7920360343241285,0.6699595898685268,0.6700284259069269
77833.7609000206,0.0001,0.8071866259209727,1.42393158952721,1.42392270927181
78599.66627407074,0.0001,0.7927632297773173,0.7815603116057092,0.7817220453958905
79367.95418858528,0.0001,0.7888391928864458,0.9639116084750015,0.9640704077627407
80136.55792212486,0.0001,0.7705107102766816,1.1952783423797,1.195309797062689
80899.2210521698,0.0001,0.7617997902470894,0.5832119788546939,0.5833083856007354
81673.72101569176,0.0001,0.7473808822947163,1.0591320854083754,1.0590118323584414
82438.59787106514,0.0001,0.7399194939154469,1.783260464314222,1.7831757017017285
83206.6701438427,0.0001,0.7712166017832308,2.339443508368295,2.3394678828068023
83975.98189330101,0.0001,0.7582948255430817,0.7547049236621172,0.7547288644813541
84745.70360994339,0.0001,0.7561753367133611,2.0050221157734436,2.005128137483098
85508.46116709709,0.0001,0.7308659691809789,0.6647096949801197,0.6648728008639521
86274.0251147747,0.0001,0.7479097687743905,1.4770289442064488,1.4769856325914132
87042.91370487213,0.0001,0.7127425813409899,0.6950676506598519,0.6950918112149089
87809.99305224419,0.0001,0.7272727329808056,1.9382495150183598,1.9381534553001547
88575.97581410408,0.0001,0.7030408886318261,2.1595285775547652,2.159443517546662
89345.74036884308,0.0001,0.7208898107694345,1.0834416754933573,1.0833051349965512
90112.7361240387,0.0001,0.7076782349809216,0.7860211976658574,0.7859536412695338
90876.59829998016,0.0001,0.7397394569768491,1.9810202642495558,1.9808681452962882
91645.84014129639,0.0001,0.7105930048819068,0.6908383523670467,0.6910201447025268
92414.0238764286,0.0001,0.7030838372356583,2.1067612545867016,2.1067877976881952
93183.26200652122,0.0001,0.7094813927072569,1.4639120759112099,1.4639046691827384
93954.37644052505,0.0001,0.7128065442969271,0.9566900671766834,0.9567703882925984
94722.31513977051,0.0001,0.6885558241118861,0.9238313231968728,0.9238428234369789
95490.68738794327,0.0001,0.6915784538063553,1.0945792088372375,1.094651609616913
96257.51144981384,0.0001,0.6947264704356212,1.6164091947791865,1.6162998820943257
97025.33459377289,0.0001,0.679168290526329,0.9049084033982194,0.9049676458403856
97797.47409534454,0.0001,0.7039090335556191,0.6267011299364679,0.6267581448069399
98566.52507424355,0.0001,0.7001171113544131,0.9200241318760389,0.9199562908116796
99331.92151474953,0.0001,0.6964907439236945,0.658972467406228,0.6590040611402184
100101.2835521698,5e-05,0.40647442746979157,0.450204422535954,0.45022674918619227
100863.6299712658,5e-05,0.4025357872221214,0.5950130655851444,0.5950484133322889
101622.49051713943,5e-05,0.39449083187171224,0.5425417691284408,0.5425447739560264
102390.59802651405,5e-05,0.38919773474210123,0.4856406330016709,0.4856381049983125
103162.73371982574,5e-05,0.38955332223146,0.7097600630877512,0.7098039884795756
103932.87339043617,5e-05,0.3912026910116431,0.44634529872351814,0.4463539990800971
104697.57073426247,5e-05,0.3926732077620137,0.9199582040304587,0.9200883356495302
105474.46970033646,5e-05,0.39229873657952924,0.4346186758706556,0.43465644918120055
106247.73410463333,5e-05,0.3810276540733974,0.5815383687283517,0.5817211955019779
107006.84172177315,5e-05,0.38372974816432764,0.36806930780700114,0.36812969165625226
107997.08455753326,5e-05,0.38528374903330137,0.43802208588161246,0.4380930657983322
108755.6820704937,5e-05,0.3822641254308413,0.4169862872175701,0.41709935534872206
109515.12507462502,5e-05,0.38525579336075805,0.4259603736986146,0.42602044248138704
110268.9430551529,5e-05,0.37840215621237794,0.5831327752706605,0.5831217750639974
111024.8281276226,5e-05,0.3757895535687418,0.5123636859907142,0.5124202079597673
111784.6166908741,5e-05,0.37387824543442355,0.5923012090853846,0.5923778890887496
112550.06158161163,5e-05,0.37515782519601315,0.6874630221682931,0.6875585342707949
113307.23204946518,5e-05,0.3696241380487335,0.40530897564223656,0.40536204726553554
114077.41568398476,5e-05,0.3756098859341205,0.5918760256118426,0.5919715587043176
114837.06739807129,5e-05,0.3833126110322624,0.3954254853852472,0.39546869753943836
115591.27581191063,5e-05,0.3788393376867039,0.4671298956650919,0.4671276902502776
116351.84839963913,5e-05,0.36734249560072746,1.1498440890268626,1.149769769475519
117113.62083554268,5e-05,0.37913385029950447,0.36945730977261515,0.36954110940136825
117876.2977938652,5e-05,0.37568125518313106,0.3479894889282335,0.3480584289024231
118640.07622003555,5e-05,0.3648193742340417,0.3687603283940939,0.36884191578965747
119399.8563234806,5e-05,0.3648208535150974,1.0671979001086653,1.067118546446701
120153.5038485527,5e-05,0.3660684993839539,0.503438427339166,0.5034397383942678
120910.76948308945,5e-05,0.3595175019238345,0.4464795368612622,0.4464678639603776
121682.402831316,5e-05,0.3711151087158369,0.36081493828943806,0.3608778750745544
122447.51613140106,5e-05,0.36488201647266905,0.707928413747064,0.707982744852917
123212.50555968285,5e-05,0.37402735039632623,0.4960222591850656,0.49610664713708574
123975.11637425423,5e-05,0.3652889516559701,1.0497089121021015,1.049691234319366
124738.50191020966,5e-05,0.3702846422540125,0.3838857422879947,0.3839401991113909
125499.78452181816,5e-05,0.3610814370133694,0.8461324732244844,0.84618815746884
126259.98804879189,5e-05,0.3627302759994698,0.9917270277238198,0.9916244173298456
127014.86501097679,5e-05,0.35790417859496765,0.345611838906666,0.34567494681776384
127774.24607777596,5e-05,0.36943236342346675,0.5698569846073416,0.5699759325004896
128526.5529949665,5e-05,0.3696360448361598,0.531808851265077,0.5319281551520921
129288.63056182861,5e-05,0.3613506125670799,1.0518049320093594,1.0516896996039575
130053.3625972271,5e-05,0.36074660634355143,0.5292123940501159,0.5292657962342385
130814.32736682892,5e-05,0.35969813748824025,0.5922173394448569,0.5922275716229287
131579.28171920776,5e-05,0.3566462292094736,0.6914090115637223,0.6915433675547883
132341.12410092354,5e-05,0.35610473523815317,0.9071287635076078,0.907112543118413
133106.96010255814,5e-05,0.3591808956685439,0.7058889067263581,0.7058928723720547
133871.47510266304,5e-05,0.3638411609511953,0.33753284170999104,0.3376049845948616
134625.4487068653,5e-05,0.3549984172880996,0.7200222154655579,0.720114731916698
135386.53567385674,5e-05,0.3564910119605336,1.6092783779865825,1.6092720725057197
136142.85755586624,5e-05,0.36021948294933326,0.6118392964158826,0.6118473101573506
136899.30910658836,5e-05,0.3562557699705484,0.5462790717699437,0.5463080584432314
137662.660946846,5e-05,0.35391468191744674,1.162830579672502,1.162824484373143
138419.83543777466,5e-05,0.35568482327888695,0.8749865998405363,0.8749784131139149
139179.77450752258,5e-05,0.35126247244801034,0.4245257177993378,0.42457501348405974
139942.6178662777,5e-05,0.3612728592860236,0.6123549659449503,0.6123454974173725
140698.59131145477,5e-05,0.3482642123093773,0.607326391748499,0.6072799745891322
141462.85420751572,5e-05,0.35145800717099324,0.6529836835921866,0.6530011436402432
142222.5432779789,5e-05,0.35626491037229613,0.37709571185428237,0.37714319031964005
142981.26772236824,5e-05,0.35062023675732434,0.6510114006602702,0.6510327079709485
143737.96984052658,5e-05,0.3466257461689744,0.33137644640122593,0.33142961659529424
144495.8483057022,5e-05,0.348931230951418,0.7747015944570129,0.7747683551125262
145261.4706799984,5e-05,0.3484074643395391,0.4767867663645527,0.47680552994746617
146031.2094666958,5e-05,0.35312636074467935,0.6614490468854557,0.6613949260173972
146797.72815012932,5e-05,0.3505494408771318,0.7183204052351866,0.7183418139287844
147561.29275345802,5e-05,0.3499621961214832,0.36679422411420093,0.36684069925761204
148324.77000379562,5e-05,0.33945517225802274,0.6083757168734042,0.6083077569308174
149089.56928133965,5e-05,0.3442345998344177,0.7008122433966545,0.7008332910837332
149855.1720480919,5e-05,0.3497375866365525,0.7446223948427199,0.7446947446194339
150620.5323240757,5e-05,0.3474620988228754,0.6518284065986825,0.6518340008162482
151384.08229374886,5e-05,0.34843078298224844,0.480040983537886,0.4800417153770648
152148.32508420944,5e-05,0.3444177291936278,0.492559391261373,0.49261120334992714
152907.93978524208,5e-05,0.34347270359646975,0.46815555774516854,0.468157031733466
153670.12668418884,5e-05,0.3510340568895949,0.5555179385840987,0.5555665531857558
154665.764275074,5e-05,0.34654384489149487,0.5439281620922028,0.5439186278303935
155429.41562581062,5e-05,0.3438237562322488,1.267248782277786,1.2671057844260971
156193.1402144432,5e-05,0.34582753197317784,1.0251484299973077,1.025216904156332
156954.2718372345,5e-05,0.3507666107741601,0.3733662209770032,0.37339995423795874
157714.4592001438,5e-05,0.3284403013259246,0.42767692802575236,0.42775006349107375
158476.4700269699,5e-05,0.341684846302231,0.8643117065226237,0.8643916024278289
159236.67514801025,5e-05,0.34117369386220914,0.34118362617971804,0.34124505953131923
159997.2851395607,5e-05,0.34303002774892416,0.5544393092799014,0.5544336686337601
160991.25902342796,5e-05,0.3410907230833999,0.5430584236857923,0.5430635296392439
161748.22833514214,5e-05,0.33838182285040347,0.6905355225603043,0.6905519923749555
162512.33960604668,5e-05,0.3368797580026547,0.4235421898956894,0.42358859146115657
163508.73399162292,5e-05,0.3379022137757182,0.41782367627867173,0.4178885893442608
164266.98200130463,5e-05,0.3421086400310309,1.0588787952294232,1.0588052843168227
165028.4001803398,5e-05,0.34647470015658843,0.6799746296950637,0.6799691382592007
165790.6446969509,5e-05,0.33718281431412067,0.447842021756728,0.4478761734491207
166552.6211183071,5e-05,0.3416748555430011,0.32688529155045937,0.32693648130497854
167318.62254190445,5e-05,0.3379629960988808,0.5430272022173547,0.5430647961853523
168087.18590688705,5e-05,0.3315188412599132,0.4143436714821963,0.4143824743326448
168854.08810472488,5e-05,0.3412339280453555,0.4785639342759777,0.4785591825187782
169626.14271593094,5e-05,0.33904244436331327,0.4110820533566351,0.4111851708203391
170392.23547697067,5e-05,0.3395273003398055,0.6987147920192902,0.6988587738054883
171155.34848833084,5e-05,0.335416183930499,0.36485154022857486,0.36489456099810996
171910.9195780754,5e-05,0.3348451587690789,0.3789077956672597,0.37897261431193446
172675.1760213375,5e-05,0.33989227738945704,1.0423043328170294,1.0422082701104467
173441.9718694687,5e-05,0.3339020683977024,0.49917109648683,0.4991638368023038
174206.308675766,5e-05,0.33226776888940024,0.5246853595472942,0.5248648357853285
174967.21752023697,5e-05,0.34106456081840886,0.7150538928847419,0.7150684851393674
175729.83933019638,5e-05,0.3286394316979427,0.7104273903857022,0.7104449935874271
176492.13844704628,5e-05,0.33766106324315726,0.38782241723601024,0.3879204716444278
177259.50497436523,5e-05,0.333106591862975,0.5033152048429261,0.5032705685787602
178020.41070055962,5e-05,0.3329290131814137,0.7072504162422317,0.7073798731589789
178782.7199151516,5e-05,0.338697291464145,0.8844148608205454,0.8844915858655319
179544.4158525467,5e-05,0.3332545935311989,0.6229572597667231,0.6229432477682391
180302.8485906124,5e-05,0.33482392996244065,0.3595658367885454,0.3596318203664421
181062.92194843292,5e-05,0.3232224589820501,0.35399653618030064,0.35407662714371124
181825.58075380325,5e-05,0.3231983188244501,0.8124946994967007,0.8124522630461741
182591.40438699722,5e-05,0.33305274287203757,0.36648091575614605,0.36652721853740133
183349.13444638252,5e-05,0.32966163865012504,0.37179065265858474,0.3718497188160081
184104.3984773159,5e-05,0.325594356671081,0.6541080105771101,0.6540354715505542
184869.78278708458,5e-05,0.3323825205126453,0.33867478530562284,0.338742531835254
185637.35844135284,5e-05,0.32846133872937433,0.37967681184583535,0.37977084751484164
186400.5060145855,5e-05,0.32508346052089876,0.4369029923683411,0.43702583974404274
187157.47032475471,5e-05,0.33250404611339646,0.6093671505008198,0.6095004822543317
187921.99193286896,5e-05,0.32604621901416214,0.5726509459284338,0.57268135899935
188685.17711424828,5e-05,0.3303979743400869,0.5236396746325057,0.523642662543177
189451.5350818634,5e-05,0.3286046973930722,0.4176520437977285,0.4176860167108905
190211.38216114044,5e-05,0.3262334188863239,1.0335284278679338,1.0334119174883272
190971.4228234291,2.5e-05,0.22053304994414077,0.32117362209030503,0.3212073255359458
191731.75077557564,2.5e-05,0.2133784802262091,0.2746933855461624,0.2747494918246939
192498.5051498413,2.5e-05,0.21488403654323185,0.44844482370161365,0.44842788728419863
193269.74803733826,2.5e-05,0.20877657107412034,0.3748141344041161,0.37483211936648553
194024.73345780373,2.5e-05,0.2105626587990447,0.5986327255897254,0.5986308430261184
194785.34728598595,2.5e-05,0.20941178130190102,0.31124995949215767,0.31130085307351
195550.09135389328,2.5e-05,0.2093689060346247,0.2851444634706192,0.28519959984593063
196308.98443555832,2.5e-05,0.21060239077537168,0.30108478011811746,0.30113094327422274
197066.0940129757,2.5e-05,0.2082514420354331,0.33515902170509615,0.33522598092122946
197831.77295851707,2.5e-05,0.21153896855612211,0.36486337004632485,0.3649305045041242
198595.4682393074,2.5e-05,0.20927417180818284,0.5689892726988766,0.5689260298862029
199358.19683218002,2.5e-05,0.20740944564397837,0.3198679716564216,0.3199008211662101
200120.6443195343,2.5e-05,0.20657642809190427,0.28361909452513395,0.2836603207998163
200884.51950335503,2.5e-05,0.20702092488411333,0.5465305142013789,0.5465826589172547
201655.88334059715,2.5e-05,0.20666770617618957,0.7004091441671588,0.7003224655560712
202417.26252985,2.5e-05,0.2062996437161598,0.3893305086464777,0.3893480125199862
203175.890509367,2.5e-05,0.20822278661476598,0.29648929576723754,0.29654448326994587
203941.391330719,2.5e-05,0.20618033823576565,0.3262298186984254,0.3262655930314465
204709.21845841408,2.5e-05,0.20670072967772007,0.6805788611659193,0.6806076055653557
205474.06815075874,2.5e-05,0.20532952515179262,0.4877965878806793,0.48781817874489436
206235.08815050125,2.5e-05,0.20340440751064442,0.5229973592566626,0.5229921328931312
207229.7272465229,2.5e-05,0.2039120822318482,0.28095082619432127,0.28100900439569554
207990.94404745102,2.5e-05,0.20593782185877357,0.4079030391116586,0.40793388269813075
208755.8887078762,2.5e-05,0.20617920434979276,0.6060686112588606,0.6060793535956047
209516.1774816513,2.5e-05,0.20562621686379787,0.2861100060468226,0.2861633967704294
210278.89892816544,2.5e-05,0.20541820431031205,0.3371831291701489,0.3372426908807523
211038.54186344147,2.5e-05,0.20150632186550785,0.2773818159863982,0.277440008719598
211803.63295698166,2.5e-05,0.2038419276891236,0.43931738356441435,0.43934863851613526
212564.13647055626,2.5e-05,0.20260217270667918,0.2756417896118353,0.2756900435187005
213334.34797120094,2.5e-05,0.20389406817390351,0.46569576559411463,0.4656903975621664
214098.3212866783,2.5e-05,0.20269407329833114,0.46573506219319133,0.4657344006584589
214864.04525089264,2.5e-05,0.20515665695380586,0.27545576996153104,0.27550444962182796
215623.46006417274,2.5e-05,0.20388080496317948,0.43333505679815393,0.4333812923213868
216385.85507392883,2.5e-05,0.19860193117220204,0.29027918886496934,0.2903187018130934
217150.19794011116,1.25e-05,0.15646071217607538,0.2821637914590379,0.2822006573251857
217910.29754686356,1.25e-05,0.15484773772960533,0.25829558935941865,0.2583407389035284
218669.4607310295,1.25e-05,0.1538246762839664,0.2809328179383754,0.2809846393725483
219430.33225655556,1.25e-05,0.15308364509821404,0.25351755013672034,0.25356368247187544
220196.36238265038,1.25e-05,0.15314156425761474,0.2525847042618577,0.2526321202624412
220968.31533575058,1.25e-05,0.152594819725745,0.3219073764122104,0.3219389145926938
221726.4216017723,1.25e-05,0.1529695948982824,0.2528579726384736,0.2529082598247007
222485.49819850922,1.25e-05,0.15221056302669006,0.25092764039073817,0.2509736543205403
223245.94128203392,1.25e-05,0.15224033735769296,0.2597796219508043,0.2598234575583714
224008.56838035583,1.25e-05,0.15200368621006027,0.3639045567525602,0.3639355156344408
224766.7613170147,1.25e-05,0.15170328883328177,0.26812621970538664,0.26816986697887796
225534.76066184044,1.25e-05,0.15149544477762453,0.5102446884896872,0.5102931614315114
226295.46246528625,1.25e-05,0.15129965653458033,0.39091556478149697,0.3909767232117425
227059.08045625687,1.25e-05,0.15100690924062413,0.26557614612251546,0.26563398735771077
227824.29209423065,1.25e-05,0.15092247229327366,0.3687235242964327,0.3687443441887509
228587.74786782265,1.25e-05,0.15026869221757624,0.30734022505837405,0.3073696651649873
229364.04162669182,1.25e-05,0.14991925034109066,0.3321563931332174,0.3321705144696985
230129.57647657394,1.25e-05,0.14957377569751543,0.2979300325483055,0.2979945284685511
230892.57683181763,1.25e-05,0.14959700719743024,0.4872396147680291,0.4872545209105842
231652.21919369698,1.25e-05,0.14944579835929364,0.298043368680649,0.2980661137700636
232417.76139330864,1.25e-05,0.1495837261928517,0.2688291855743282,0.26888182859678894
233177.55960536003,1.25e-05,0.1491707206562557,0.2689616222312123,0.2690221365959608
233943.18723201752,1.25e-05,0.14928671322483553,0.384782933222204,0.38479688394132633
234706.99417114258,1.25e-05,0.14903477776989113,0.3005590008119308,0.3005997969508281
235469.14230942726,1.25e-05,0.148684345990249,0.2706368845874654,0.27070596202074587
236232.06711053848,1.25e-05,0.14919385786279485,0.26616945230898925,0.2662123070165958
237000.95153141022,1.25e-05,0.14803860215101455,0.3346174107935357,0.33465367921736394
237761.5237042904,1.25e-05,0.1482819908410208,0.2507699965100656,0.2508162571399839
238523.91864156723,1.25e-05,0.14804630506873656,0.3053391703797289,0.3053903457369895
239284.84403586388,1.25e-05,0.1483902235613951,0.3343325071049047,0.3343608987857706
240048.36053657532,1.25e-05,0.1479501989258855,0.2617164817633647,0.2617763900773927
240811.8166770935,1.25e-05,0.14766342199458685,0.30084564108751005,0.3008850297581244
241579.61581516266,1.25e-05,0.1473440132435314,0.295177319724526,0.29521474962118044
242347.7039399147,1.25e-05,0.1475591249474203,0.2555922334416225,0.2556399870946411
243115.3794784546,1.25e-05,0.14764007964775563,0.2550522150373967,0.2550920894570258
243876.30859947205,1.25e-05,0.1469449453609106,0.4857523793272163,0.4857792177107789
244644.25536251068,1.25e-05,0.1470976811103281,0.3602572372309873,0.36027213971333233
245413.09247016907,1.25e-05,0.14695407696292437,0.3797765122183129,0.37979515328970026
246178.7039334774,1.25e-05,0.14622198262276223,0.2878668528161356,0.28791264248441667
246946.26552796364,1.25e-05,0.1469821222344849,0.24852192755479896,0.24857322357928366
247713.75624585152,1.25e-05,0.14621430429842275,0.3412620347173905,0.34129263605900967
248479.67047667503,1.25e-05,0.1459547052802126,0.34430012919946784,0.3443351664822706
249246.13417744637,1.25e-05,0.1455686497407184,0.4135617025283252,0.41360143179280623
250011.2845978737,1.25e-05,0.1462608184673833,0.26878451987288493,0.26882532320008296
250775.851760149,1.25e-05,0.14619538443342658,0.3767879992272972,0.3768097995918312
251537.51288747787,1.25e-05,0.14571690203297222,0.3193156166630907,0.31936547930438686
252302.4641032219,1.25e-05,0.14560436824554934,0.2717219353752039,0.2717782446885921
253073.77267193794,1.25e-05,0.14532862306684136,0.2475106510901081,0.24756167648403316
253835.04757928848,1.25e-05,0.14499231086959793,0.4834964840303749,0.4834992546917741
254590.86096167564,1.25e-05,0.14535098926186202,0.4525683701389086,0.45259884283826424
255355.79820227623,1.25e-05,0.1456729433990809,0.5141889163351434,0.5141798772707493
256117.6712884903,1.25e-05,0.14507850540898728,0.27497688854830554,0.2750271232284774
256881.98681282997,1.25e-05,0.14363171856552676,0.29742186530871895,0.2974553166300493
257646.31955432892,1.25e-05,0.14436023364499725,0.25900159371103487,0.25906435587516286
258411.75378799438,1.25e-05,0.14415088655372052,0.2517828740520794,0.2518324509721688
259180.1426768303,1.25e-05,0.14432048878347806,0.29587333730695825,0.29591623553398644
260174.89581394196,1.25e-05,0.14414014539500694,0.3952627658324618,0.39530647618091913
260934.7599978447,1.25e-05,0.14441227174522758,0.24602110073733535,0.24607867951415227
261693.5935511589,1.25e-05,0.14384362751817437,0.26516951016787094,0.2652261663471043
262453.1552257538,1.25e-05,0.14472668793874277,0.29152564201902703,0.291568466983261
263216.6678419113,1.25e-05,0.14371981746353243,0.25744489820802374,0.2574912413467601
263976.5975430012,1.25e-05,0.14354813301743163,0.26488488748918654,0.2649413721290625
264738.9275393486,1.25e-05,0.14374054620096718,0.2531648837542605,0.2532112867160976
265503.6499803066,1.25e-05,0.14341829720931284,0.24830155311229749,0.24835241720912737
266273.0612592697,1.25e-05,0.14237332269401196,0.5382558726183063,0.5382785963754952
267032.82456970215,1.25e-05,0.14428790848857867,0.2477584585115389,0.2478040366220004
